distance,weather,stealth,engine_heat,noise,radar,infrared,acoustic,target
72.3,Clear,0.596,0.372,0.365,0.03,0.0,0.0,0
78.9,Clear,0.535,0.359,0.315,0.0,0.01,0.0,0
34.0,Rain,0.192,0.748,0.934,0.0,0.0,0.03,0
64.6,Rain,0.651,0.274,0.39,0.03,0.04,0.05,0
47.8,Fog,0.76,0.551,0.551,0.0,0.02,0.04,0
16.0,Fog,0.739,0.256,0.448,0.05,0.08,0.0,0
39.6,Fog,0.061,0.659,0.846,0.2,0.08,0.02,0
63.2,Fog,0.737,0.585,0.551,0.0,0.02,0.0,0
65.0,Clear,0.906,0.271,0.623,0.01,0.0,0.0,0
35.7,Fog,0.136,0.625,0.754,0.03,0.09,0.0,0
37.2,Clear,0.275,0.642,0.669,0.35,0.11,0.02,0
69.3,Fog,0.938,0.306,0.512,0.0,0.01,0.08,0
30.3,Rain,0.674,0.259,0.314,0.05,0.0,0.0,0
13.5,Rain,0.221,0.627,0.93,0.63,0.06,0.0,0
53.4,Rain,0.009,0.783,0.751,0.03,0.0,0.0,0
72.9,Rain,0.601,0.328,0.43,0.09,0.0,0.05,0
23.0,Clear,0.545,0.305,0.374,0.08,0.0,0.08,0
82.9,Clear,0.1,0.737,0.763,0.6,0.03,0.0,0
62.7,Clear,0.013,0.756,0.887,0.33,0.05,0.04,0
37.0,Fog,0.006,0.774,0.876,0.27,0.17,0.0,0
83.2,Clear,0.503,0.424,0.36,0.02,0.0,0.0,0
66.3,Rain,0.558,0.546,0.445,0.0,0.0,0.0,0
63.4,Rain,0.909,0.24,0.608,0.02,0.01,0.0,0
83.8,Clear,0.601,0.399,0.332,0.0,0.02,0.0,0
40.7,Fog,0.056,0.648,0.885,0.03,0.12,0.06,0
31.4,Fog,0.046,0.845,0.899,0.86,0.17,0.01,1
80.5,Rain,0.635,0.396,0.401,0.0,0.02,0.0,0
93.9,Clear,0.048,0.77,0.842,0.18,0.01,0.0,0
92.4,Clear,0.01,0.801,0.879,0.22,0.0,0.01,0
67.7,Fog,0.935,0.072,0.0,0.0,0.01,0.0,0
28.3,Rain,0.595,0.424,0.335,0.0,0.01,0.05,0
75.5,Fog,0.687,0.578,0.502,0.04,0.01,0.02,0
54.6,Clear,0.558,0.348,0.377,0.06,0.01,0.0,0
72.5,Rain,0.963,0.219,0.55,0.02,0.04,0.0,0
32.8,Rain,0.524,0.334,0.372,0.0,0.02,0.02,0
90.7,Clear,0.006,0.729,0.824,0.51,0.02,0.04,0
80.4,Clear,0.768,0.602,0.652,0.0,0.02,0.0,0
16.7,Clear,0.985,0.063,0.0,0.0,0.0,0.03,0
38.6,Clear,0.54,0.433,0.316,0.02,0.08,0.02,0
68.0,Clear,0.016,0.806,0.83,0.74,0.0,0.02,0
52.3,Fog,0.728,0.313,0.346,0.0,0.01,0.0,0
59.0,Clear,0.706,0.186,0.282,0.09,0.0,0.0,0
72.1,Clear,0.592,0.425,0.424,0.0,0.0,0.01,0
77.6,Rain,0.053,0.869,0.844,0.03,0.0,0.0,0
11.7,Rain,0.755,0.643,0.632,0.0,0.12,0.02,0
61.7,Clear,0.192,0.639,0.847,0.15,0.04,0.03,0
90.9,Rain,0.479,0.471,0.457,0.0,0.04,0.0,0
45.6,Fog,0.38,0.289,0.408,0.49,0.0,0.07,0
63.6,Clear,0.871,0.31,0.63,0.0,0.0,0.0,0
57.8,Fog,0.535,0.358,0.379,0.0,0.03,0.0,0
74.1,Clear,0.98,0.067,0.0,0.0,0.0,0.1,0
15.9,Fog,0.93,0.054,0.031,0.03,0.0,0.01,0
92.6,Clear,0.114,0.712,0.848,0.07,0.03,0.0,0
92.6,Clear,0.737,0.282,0.341,0.03,0.0,0.02,0
70.4,Rain,0.398,0.351,0.474,0.01,0.01,0.04,0
55.4,Clear,0.628,0.326,0.306,0.02,0.0,0.01,0
46.1,Clear,0.088,0.698,0.949,0.37,0.05,0.04,0
11.2,Clear,0.739,0.349,0.302,0.08,0.11,0.03,0
41.4,Fog,0.075,0.862,0.84,0.24,0.06,0.03,0
36.8,Clear,0.156,0.707,0.935,0.26,0.09,0.0,0
69.3,Rain,0.63,0.332,0.437,0.0,0.01,0.01,0
51.1,Clear,0.737,0.292,0.394,0.03,0.06,0.0,0
26.4,Clear,0.011,0.866,0.804,0.96,0.22,0.02,1
68.1,Fog,0.717,0.313,0.348,0.0,0.0,0.01,0
20.7,Rain,0.021,0.764,0.78,0.44,0.04,0.0,0
7.1,Fog,0.987,0.086,0.0,0.0,0.01,0.0,0
25.2,Rain,0.656,0.59,0.587,0.02,0.0,0.03,0
68.9,Clear,0.725,0.354,0.338,0.0,0.03,0.06,0
62.4,Fog,0.53,0.357,0.392,0.02,0.0,0.0,0
43.7,Fog,0.095,0.633,0.768,0.02,0.0,0.01,0
32.1,Fog,0.456,0.412,0.382,0.13,0.06,0.04,0
26.7,Fog,0.931,0.071,0.046,0.04,0.02,0.0,0
44.9,Clear,0.889,0.294,0.679,0.0,0.0,0.0,0
53.0,Clear,0.65,0.3,0.419,0.0,0.02,0.0,0
83.2,Fog,0.659,0.599,0.635,0.0,0.0,0.07,0
23.5,Fog,0.952,0.08,0.0,0.0,0.04,0.0,0
18.1,Fog,0.452,0.343,0.186,0.46,0.07,0.0,0
9.9,Clear,0.12,0.735,0.911,0.88,0.61,0.0,1
83.0,Rain,0.492,0.373,0.445,0.04,0.0,0.04,0
27.3,Clear,0.079,0.769,0.883,0.96,0.11,0.05,1
63.5,Clear,0.717,0.322,0.405,0.01,0.02,0.02,0
69.5,Fog,0.59,0.377,0.414,0.04,0.0,0.03,0
64.1,Clear,0.071,0.771,0.857,0.8,0.0,0.05,0
33.7,Clear,0.016,0.789,0.812,0.95,0.16,0.0,1
6.1,Clear,0.659,0.289,0.361,0.5,0.25,0.03,0
90.5,Clear,0.056,0.774,0.847,0.55,0.05,0.0,0
70.8,Rain,0.227,0.446,0.38,0.02,0.0,0.0,0
5.5,Clear,0.259,0.457,0.209,0.98,0.3,0.06,1
70.3,Rain,0.645,0.372,0.302,0.0,0.0,0.01,0
32.2,Clear,0.031,0.772,0.85,0.85,0.13,0.05,1
86.0,Clear,0.483,0.56,0.326,0.03,0.0,0.07,0
93.0,Clear,0.202,0.804,0.882,0.14,0.04,0.05,0
72.7,Fog,0.093,0.775,0.808,0.62,0.0,0.0,0
93.3,Rain,0.794,0.514,0.685,0.0,0.0,0.01,0
39.0,Rain,0.641,0.406,0.376,0.0,0.0,0.03,0
7.6,Rain,0.069,0.795,0.918,0.83,0.45,0.0,1
70.8,Fog,0.224,0.742,0.861,0.05,0.02,0.03,0
45.2,Clear,0.005,0.76,0.894,0.54,0.01,0.02,0
45.6,Clear,0.23,0.707,0.782,0.54,0.08,0.0,0
15.8,Clear,0.181,0.629,0.908,0.87,0.29,0.0,1
45.4,Rain,0.624,0.345,0.431,0.0,0.02,0.0,0
21.3,Rain,0.222,0.688,0.872,0.38,0.0,0.0,0
54.4,Clear,0.954,0.058,0.0,0.05,0.02,0.04,0
26.3,Clear,0.244,0.595,0.764,0.63,0.05,0.0,0
71.1,Fog,0.72,0.316,0.44,0.0,0.0,0.07,0
17.6,Fog,0.78,0.704,0.526,0.13,0.24,0.05,0
31.3,Rain,0.56,0.315,0.328,0.0,0.02,0.0,0
92.2,Rain,0.201,0.723,0.944,0.0,0.02,0.0,0
29.9,Clear,0.032,0.832,0.789,0.91,0.15,0.0,1
20.7,Fog,0.569,0.369,0.418,0.1,0.01,0.0,0
87.6,Clear,0.232,0.308,0.117,0.1,0.0,0.0,0
33.0,Fog,0.071,0.815,0.759,0.88,0.11,0.02,1
78.4,Clear,0.177,0.781,0.755,0.28,0.05,0.0,0
39.4,Fog,0.531,0.381,0.446,0.0,0.01,0.02,0
18.2,Fog,0.007,0.817,0.774,0.91,0.36,0.03,1
23.8,Rain,0.928,0.328,0.688,0.03,0.02,0.0,0
44.0,Clear,0.252,0.496,0.283,0.09,0.02,0.0,0
49.4,Rain,0.981,0.04,0.028,0.04,0.0,0.04,0
51.9,Rain,0.914,0.306,0.668,0.03,0.03,0.0,0
20.7,Fog,0.701,0.446,0.507,0.35,0.07,0.02,0
81.6,Clear,0.725,0.555,0.631,0.0,0.01,0.0,0
66.6,Clear,0.643,0.394,0.439,0.02,0.0,0.0,0
19.2,Rain,0.925,0.051,0.0,0.01,0.0,0.0,0
14.4,Fog,0.217,0.691,0.349,0.43,0.4,0.0,0
33.5,Clear,0.853,0.283,0.632,0.05,0.04,0.0,0
36.0,Clear,0.488,0.398,0.326,0.55,0.02,0.02,0
80.9,Clear,0.584,0.31,0.417,0.0,0.06,0.0,0
49.3,Rain,0.668,0.34,0.344,0.0,0.01,0.0,0
30.2,Rain,0.906,0.281,0.688,0.02,0.02,0.0,0
15.3,Fog,0.172,0.655,0.816,0.92,0.22,0.07,1
5.3,Fog,0.202,0.604,0.772,1.0,0.44,0.0,1
33.3,Fog,0.338,0.275,0.451,0.15,0.07,0.02,0
64.6,Clear,0.727,0.492,0.674,0.0,0.0,0.02,0
92.5,Fog,0.218,0.748,0.838,0.03,0.03,0.0,0
37.1,Fog,0.526,0.299,0.443,0.0,0.02,0.0,0
82.4,Fog,0.949,0.061,0.0,0.0,0.0,0.07,0
88.6,Clear,0.63,0.634,0.678,0.1,0.0,0.04,0
24.3,Clear,0.16,0.703,0.753,0.69,0.15,0.0,0
76.3,Fog,0.392,0.328,0.227,0.0,0.0,0.0,0
31.3,Clear,0.963,0.071,0.0,0.04,0.0,0.07,0
82.0,Fog,0.614,0.305,0.41,0.0,0.0,0.0,0
51.7,Fog,0.077,0.636,0.92,0.14,0.0,0.01,0
57.2,Clear,0.183,0.623,0.933,0.1,0.0,0.0,0
12.4,Fog,0.593,0.689,0.697,0.49,0.54,0.0,1
71.5,Clear,0.679,0.614,0.59,0.02,0.01,0.03,0
37.3,Clear,0.652,0.577,0.615,0.02,0.07,0.0,0
82.8,Fog,0.041,0.857,0.751,0.1,0.02,0.02,0
62.2,Fog,0.956,0.096,0.0,0.0,0.0,0.01,0
77.7,Clear,0.713,0.247,0.323,0.0,0.0,0.08,0
40.4,Rain,0.072,0.732,0.786,0.33,0.05,0.0,0
24.1,Clear,0.419,0.385,0.45,0.73,0.01,0.0,0
17.1,Clear,0.946,0.074,0.026,0.03,0.01,0.0,0
20.1,Fog,0.052,0.667,0.83,0.91,0.15,0.0,1
8.1,Fog,0.076,0.722,0.785,0.98,0.79,0.05,1
46.9,Rain,0.223,0.785,0.917,0.02,0.0,0.0,0
51.1,Fog,0.623,0.305,0.307,0.0,0.05,0.0,0
34.3,Rain,0.056,0.69,0.861,0.04,0.02,0.0,0
80.6,Clear,0.934,0.271,0.7,0.05,0.0,0.0,0
58.0,Fog,0.245,0.636,0.935,0.18,0.02,0.0,0
13.3,Fog,0.208,0.673,0.769,0.9,0.42,0.06,1
15.0,Clear,0.939,0.178,0.528,0.0,0.05,0.07,0
76.6,Rain,0.567,0.258,0.361,0.0,0.0,0.0,0
43.4,Clear,0.693,0.589,0.587,0.03,0.1,0.0,0
7.9,Fog,0.176,0.679,0.926,0.98,0.54,0.02,1
10.4,Fog,0.663,0.399,0.278,0.87,0.04,0.0,0
87.9,Fog,0.033,0.729,0.763,0.35,0.0,0.01,0
24.9,Rain,0.105,0.711,0.884,0.23,0.0,0.0,0
12.6,Clear,0.94,0.231,0.584,0.0,0.06,0.0,0
29.8,Fog,0.707,0.366,0.401,0.01,0.06,0.0,0
83.7,Rain,0.578,0.335,0.35,0.0,0.01,0.0,0
71.0,Clear,0.956,0.068,0.0,0.0,0.0,0.03,0
47.8,Fog,0.719,0.319,0.422,0.0,0.0,0.0,0
5.9,Fog,0.97,0.087,0.0,0.03,0.02,0.0,0
56.3,Clear,0.169,0.684,0.849,0.45,0.03,0.05,0
25.9,Clear,0.026,0.858,0.893,0.93,0.23,0.01,1
10.2,Fog,0.688,0.411,0.42,0.08,0.21,0.0,0
75.7,Clear,0.193,0.729,0.753,0.36,0.0,0.0,0
31.5,Fog,0.214,0.575,0.81,0.55,0.07,0.0,0
39.2,Clear,0.024,0.884,0.837,0.89,0.1,0.0,0
90.7,Clear,0.129,0.675,0.924,0.2,0.0,0.01,0
31.8,Clear,0.071,0.873,0.817,0.61,0.14,0.05,0
32.2,Fog,0.124,0.786,0.872,0.19,0.0,0.0,0
62.1,Fog,0.863,0.247,0.572,0.0,0.06,0.0,0
86.6,Fog,0.249,0.67,0.775,0.0,0.0,0.0,0
87.0,Clear,0.045,0.785,0.858,0.6,0.04,0.0,0
81.0,Fog,0.074,0.716,0.795,0.01,0.05,0.04,0
53.6,Clear,0.15,0.635,0.854,0.16,0.0,0.0,0
65.0,Clear,0.767,0.568,0.557,0.06,0.02,0.0,0
40.2,Clear,0.218,0.607,0.924,0.46,0.05,0.0,0
63.4,Clear,0.671,0.496,0.225,0.02,0.03,0.01,0
13.1,Rain,0.605,0.345,0.408,0.03,0.03,0.0,0
13.7,Rain,0.582,0.377,0.422,0.17,0.04,0.0,0
17.9,Clear,0.973,0.283,0.577,0.0,0.09,0.0,0
78.4,Fog,0.677,0.178,0.275,0.0,0.0,0.0,0
59.7,Rain,0.799,0.531,0.625,0.0,0.0,0.07,0
85.2,Rain,0.551,0.289,0.361,0.01,0.0,0.0,0
68.1,Fog,0.738,0.234,0.598,0.0,0.0,0.0,0
14.7,Rain,0.634,0.27,0.43,0.08,0.0,0.0,0
68.2,Rain,0.877,0.314,0.505,0.03,0.02,0.01,0
84.7,Rain,0.503,0.192,0.148,0.0,0.01,0.03,0
48.0,Clear,0.898,0.261,0.577,0.0,0.03,0.0,0
65.1,Clear,0.517,0.305,0.392,0.05,0.07,0.0,0
49.6,Fog,0.969,0.07,0.014,0.0,0.01,0.03,0
39.2,Clear,0.069,0.698,0.762,0.48,0.13,0.0,0
62.1,Rain,0.863,0.256,0.674,0.0,0.02,0.0,0
43.8,Clear,0.565,0.347,0.358,0.0,0.01,0.0,0
72.2,Fog,0.859,0.282,0.694,0.0,0.01,0.01,0
64.8,Fog,0.589,0.319,0.438,0.02,0.01,0.0,0
56.1,Clear,0.509,0.33,0.445,0.05,0.04,0.0,0
60.6,Rain,0.959,0.068,0.0,0.01,0.03,0.0,0
51.0,Rain,0.76,0.602,0.657,0.0,0.0,0.0,0
28.2,Fog,0.577,0.408,0.345,0.06,0.06,0.01,0
37.8,Fog,0.695,0.395,0.369,0.02,0.02,0.02,0
82.8,Fog,0.1,0.82,0.792,0.0,0.05,0.0,0
64.4,Fog,0.023,0.745,0.867,0.12,0.06,0.0,0
76.3,Clear,0.763,0.626,0.66,0.0,0.0,0.03,0
47.2,Rain,0.235,0.21,0.102,0.02,0.0,0.05,0
38.9,Clear,0.95,0.048,0.0,0.0,0.01,0.04,0
66.1,Rain,0.606,0.564,0.604,0.05,0.0,0.04,0
52.3,Rain,0.666,0.436,0.353,0.03,0.06,0.03,0
93.2,Fog,0.07,0.777,0.772,0.29,0.0,0.01,0
61.5,Rain,0.984,0.075,0.0,0.02,0.0,0.0,0
30.1,Rain,0.249,0.712,0.487,0.24,0.0,0.01,0
46.1,Fog,0.628,0.551,0.621,0.02,0.02,0.0,0
12.4,Fog,0.366,0.397,0.468,0.24,0.13,0.0,0
71.8,Clear,0.898,0.281,0.534,0.0,0.0,0.0,0
10.0,Clear,0.654,0.428,0.328,0.34,0.25,0.0,0
10.2,Rain,0.957,0.234,0.61,0.0,0.0,0.0,0
27.1,Clear,0.099,0.769,0.876,1.0,0.19,0.0,1
40.0,Fog,0.693,0.536,0.172,0.22,0.08,0.02,0
14.8,Fog,0.438,0.193,0.227,0.72,0.03,0.0,0
57.4,Clear,0.591,0.298,0.418,0.0,0.02,0.08,0
79.3,Fog,0.117,0.644,0.935,0.06,0.03,0.0,0
32.5,Clear,0.074,0.756,0.798,0.97,0.16,0.0,1
37.7,Fog,0.3,0.587,0.532,0.07,0.0,0.0,0
46.4,Rain,0.758,0.53,0.676,0.01,0.06,0.0,0
42.8,Clear,0.614,0.586,0.607,0.0,0.01,0.05,0
7.5,Rain,0.725,0.627,0.615,0.01,0.27,0.0,0
80.3,Rain,0.652,0.392,0.362,0.05,0.02,0.0,0
7.3,Rain,0.638,0.528,0.587,0.14,0.27,0.0,0
36.2,Clear,0.902,0.28,0.522,0.0,0.01,0.0,0
40.6,Rain,0.935,0.061,0.0,0.0,0.0,0.0,0
81.6,Fog,0.525,0.502,0.605,0.0,0.0,0.04,0
43.8,Clear,0.592,0.376,0.405,0.04,0.05,0.0,0
23.8,Rain,0.715,0.345,0.36,0.0,0.03,0.0,0
74.8,Fog,0.951,0.08,0.0,0.0,0.01,0.0,0
78.6,Fog,0.132,0.788,0.92,0.0,0.0,0.07,0
75.5,Clear,0.138,0.678,0.797,0.25,0.0,0.01,0
51.9,Clear,0.73,0.325,0.35,0.0,0.0,0.05,0
44.4,Rain,0.741,0.437,0.346,0.0,0.02,0.0,0
94.3,Fog,0.157,0.677,0.783,0.07,0.02,0.04,0
50.6,Clear,0.967,0.341,0.676,0.0,0.06,0.0,0
25.0,Clear,0.556,0.12,0.675,0.7,0.09,0.03,0
85.7,Clear,0.018,0.75,0.895,0.69,0.0,0.02,0
14.7,Clear,0.177,0.761,0.873,0.91,0.39,0.0,1
59.7,Fog,0.702,0.364,0.365,0.0,0.03,0.0,0
56.9,Fog,0.056,0.793,0.861,0.66,0.03,0.0,0
72.6,Clear,0.886,0.342,0.604,0.0,0.03,0.04,0
61.5,Fog,0.196,0.755,0.876,0.26,0.0,0.01,0
46.8,Clear,0.492,0.409,0.388,0.18,0.0,0.0,0
81.6,Rain,0.157,0.762,0.934,0.0,0.02,0.0,0
47.7,Fog,0.899,0.236,0.679,0.0,0.0,0.0,0
61.2,Clear,0.075,0.767,0.875,0.35,0.01,0.0,0
83.3,Clear,0.09,0.842,0.868,0.6,0.01,0.0,0
68.2,Rain,0.528,0.329,0.423,0.02,0.0,0.02,0
32.3,Clear,0.502,0.432,0.387,0.0,0.06,0.0,0
84.1,Clear,0.977,0.072,0.0,0.01,0.0,0.07,0
52.0,Fog,0.951,0.062,0.0,0.02,0.06,0.0,0
27.3,Rain,0.156,0.747,0.837,0.0,0.01,0.0,0
59.7,Clear,0.077,0.667,0.775,0.31,0.04,0.0,0
22.8,Clear,0.975,0.096,0.0,0.02,0.05,0.0,0
69.0,Rain,0.561,0.256,0.318,0.0,0.0,0.0,0
46.9,Clear,0.381,0.185,0.468,0.19,0.0,0.0,0
57.8,Clear,0.109,0.708,0.936,0.34,0.05,0.08,0
61.7,Fog,0.177,0.759,0.801,0.09,0.05,0.0,0
18.8,Rain,0.089,0.825,0.756,0.77,0.01,0.0,0
13.4,Rain,0.923,0.259,0.656,0.0,0.01,0.04,0
41.8,Fog,0.539,0.341,0.348,0.01,0.05,0.0,0
81.5,Clear,0.572,0.342,0.424,0.0,0.03,0.0,0
45.7,Rain,0.097,0.797,0.755,0.3,0.0,0.0,0
88.7,Rain,0.146,0.662,0.794,0.02,0.0,0.01,0
44.1,Rain,0.671,0.309,0.442,0.05,0.06,0.0,0
76.1,Rain,0.665,0.555,0.611,0.0,0.02,0.1,0
60.9,Clear,0.927,0.096,0.0,0.0,0.0,0.05,0
17.6,Rain,0.906,0.28,0.621,0.0,0.02,0.02,0
31.8,Rain,0.054,0.868,0.756,0.59,0.07,0.06,0
43.1,Fog,0.079,0.757,0.752,0.71,0.07,0.0,0
58.9,Rain,0.169,0.634,0.886,0.0,0.01,0.0,0
24.3,Clear,0.679,0.322,0.316,0.01,0.05,0.0,0
39.8,Clear,0.013,0.857,0.89,0.66,0.1,0.0,0
74.4,Rain,0.09,0.66,0.751,0.0,0.0,0.0,0
83.2,Clear,0.024,0.733,0.764,0.58,0.03,0.02,0
35.6,Rain,0.976,0.035,0.0,0.0,0.0,0.03,0
42.1,Rain,0.937,0.279,0.629,0.0,0.0,0.0,0
48.5,Fog,0.088,0.748,0.781,0.42,0.0,0.0,0
19.3,Fog,0.972,0.05,0.0,0.0,0.0,0.0,0
64.4,Clear,0.799,0.562,0.69,0.01,0.02,0.0,0
63.3,Fog,0.201,0.634,0.926,0.05,0.05,0.03,0
10.1,Rain,0.917,0.339,0.664,0.05,0.07,0.04,0
69.9,Clear,0.641,0.494,0.575,0.0,0.0,0.0,0
82.3,Rain,0.533,0.295,0.38,0.0,0.02,0.01,0
62.6,Fog,0.115,0.658,0.808,0.0,0.02,0.01,0
32.5,Fog,0.751,0.542,0.579,0.0,0.06,0.02,0
87.5,Rain,0.524,0.334,0.324,0.0,0.0,0.0,0
23.3,Rain,0.095,0.868,0.84,0.57,0.06,0.05,0
55.3,Rain,0.701,0.56,0.643,0.02,0.0,0.0,0
52.7,Fog,0.941,0.079,0.0,0.0,0.0,0.0,0
15.7,Rain,0.61,0.416,0.513,0.04,0.03,0.04,0
45.2,Fog,0.417,0.236,0.269,0.07,0.0,0.0,0
51.4,Fog,0.73,0.38,0.169,0.04,0.02,0.0,0
55.4,Rain,0.894,0.319,0.631,0.0,0.0,0.04,0
23.2,Rain,0.66,0.278,0.433,0.0,0.01,0.02,0
27.3,Fog,0.773,0.508,0.159,0.0,0.0,0.01,0
7.6,Fog,0.297,0.535,0.574,1.0,0.5,0.0,1
70.1,Rain,0.68,0.553,0.677,0.0,0.0,0.09,0
56.3,Rain,0.963,0.076,0.0,0.0,0.01,0.0,0
7.9,Fog,0.938,0.043,0.048,0.0,0.01,0.0,0
71.4,Clear,0.373,0.762,0.24,0.05,0.01,0.05,0
20.1,Clear,0.917,0.248,0.683,0.01,0.0,0.02,0
34.0,Fog,0.95,0.356,0.54,0.04,0.01,0.0,0
68.0,Fog,0.744,0.536,0.631,0.02,0.0,0.0,0
83.8,Rain,0.586,0.37,0.41,0.01,0.01,0.03,0
43.5,Fog,0.64,0.348,0.342,0.05,0.01,0.0,0
85.6,Rain,0.055,0.687,0.902,0.06,0.03,0.0,0
85.9,Fog,0.597,0.415,0.341,0.04,0.02,0.0,0
49.8,Clear,0.611,0.343,0.408,0.03,0.01,0.01,0
15.7,Fog,0.051,0.737,0.831,0.76,0.38,0.0,1
92.8,Fog,0.049,0.735,0.775,0.24,0.01,0.02,0
76.9,Fog,0.914,0.191,0.509,0.0,0.0,0.02,0
21.4,Clear,0.714,0.288,0.389,0.13,0.04,0.02,0
91.0,Fog,0.713,0.309,0.428,0.03,0.01,0.01,0
59.0,Clear,0.597,0.317,0.374,0.05,0.0,0.05,0
13.9,Clear,0.965,0.058,0.028,0.0,0.0,0.07,0
9.8,Clear,0.531,0.362,0.349,0.22,0.15,0.0,0
80.5,Clear,0.076,0.835,0.852,0.59,0.05,0.0,0
21.0,Fog,0.665,0.289,0.314,0.02,0.05,0.0,0
13.1,Clear,0.029,0.804,0.768,1.0,0.5,0.01,1
27.6,Clear,0.944,0.273,0.582,0.01,0.0,0.0,0
5.2,Fog,0.247,0.681,0.876,0.89,0.94,0.03,1
64.8,Clear,0.089,0.745,0.826,0.15,0.0,0.0,0
52.7,Clear,0.926,0.064,0.006,0.0,0.04,0.1,0
69.6,Fog,0.062,0.856,0.872,0.0,0.01,0.07,0
32.0,Clear,0.65,0.263,0.322,0.09,0.0,0.0,0
29.5,Clear,0.68,0.431,0.327,0.1,0.09,0.0,0
63.8,Rain,0.022,0.808,0.895,0.0,0.0,0.03,0
58.2,Fog,0.022,0.867,0.828,0.7,0.0,0.04,0
94.4,Clear,0.049,0.779,0.86,0.6,0.0,0.04,0
22.3,Fog,0.588,0.393,0.414,0.0,0.11,0.0,0
17.3,Rain,0.357,0.727,0.631,0.75,0.09,0.01,0
41.5,Fog,0.988,0.076,0.042,0.0,0.0,0.0,0
69.1,Rain,0.583,0.306,0.403,0.0,0.05,0.0,0
45.2,Fog,0.315,0.572,0.446,0.01,0.08,0.03,0
21.3,Clear,0.588,0.356,0.335,0.03,0.04,0.02,0
42.7,Clear,0.724,0.307,0.119,0.0,0.0,0.0,0
94.1,Rain,0.601,0.403,0.343,0.01,0.03,0.01,0
8.6,Clear,0.616,0.334,0.439,0.58,0.21,0.01,0
63.6,Clear,0.274,0.421,0.152,0.1,0.0,0.0,0
28.9,Clear,0.056,0.919,0.878,0.9,0.23,0.02,1
66.9,Rain,0.519,0.373,0.394,0.03,0.04,0.0,0
71.0,Clear,0.745,0.345,0.312,0.04,0.0,0.0,0
86.3,Rain,0.923,0.045,0.0,0.0,0.0,0.02,0
69.2,Rain,0.187,0.605,0.888,0.0,0.04,0.0,0
80.8,Fog,0.062,0.819,0.894,0.12,0.01,0.0,0
20.8,Rain,0.237,0.677,0.787,0.05,0.04,0.0,0
94.9,Rain,0.974,0.072,0.0,0.0,0.01,0.04,0
51.1,Rain,0.069,0.794,0.81,0.07,0.08,0.0,0
44.8,Fog,0.511,0.307,0.311,0.0,0.02,0.0,0
80.9,Fog,0.764,0.359,0.657,0.03,0.0,0.0,0
69.9,Fog,0.517,0.352,0.336,0.0,0.0,0.0,0
82.9,Clear,0.615,0.291,0.351,0.02,0.0,0.0,0
42.3,Fog,0.614,0.341,0.316,0.02,0.01,0.0,0
59.1,Fog,0.531,0.367,0.381,0.0,0.0,0.09,0
27.9,Fog,0.244,0.664,0.796,0.2,0.21,0.0,0
75.7,Clear,0.596,0.339,0.386,0.0,0.0,0.0,0
88.5,Clear,0.512,0.407,0.315,0.05,0.0,0.0,0
25.6,Fog,0.061,0.761,0.851,0.79,0.17,0.0,0
72.8,Clear,0.208,0.706,0.828,0.0,0.0,0.0,0
68.5,Clear,0.641,0.314,0.314,0.02,0.02,0.0,0
81.8,Fog,0.724,0.288,0.378,0.02,0.0,0.0,0
95.0,Fog,0.07,0.748,0.762,0.02,0.02,0.03,0
52.7,Clear,0.881,0.3,0.593,0.02,0.01,0.0,0
75.7,Clear,0.877,0.265,0.679,0.0,0.0,0.03,0
28.6,Rain,0.43,0.628,0.111,0.09,0.0,0.0,0
34.4,Fog,0.098,0.913,0.844,0.86,0.03,0.0,0
83.5,Rain,0.887,0.337,0.537,0.0,0.0,0.0,0
63.3,Rain,0.213,0.749,0.889,0.0,0.04,0.0,0
40.8,Fog,0.654,0.492,0.639,0.0,0.02,0.01,0
77.8,Clear,0.984,0.083,0.0,0.05,0.04,0.0,0
79.9,Clear,0.01,0.752,0.849,0.58,0.03,0.06,0
21.4,Fog,0.708,0.245,0.472,0.38,0.04,0.05,0
45.3,Clear,0.876,0.328,0.563,0.0,0.05,0.02,0
17.9,Rain,0.008,0.86,0.828,0.82,0.07,0.02,0
76.2,Clear,0.048,0.845,0.897,0.57,0.0,0.0,0
62.1,Rain,0.796,0.542,0.556,0.02,0.03,0.0,0
23.9,Fog,0.535,0.264,0.361,0.06,0.02,0.03,0
35.9,Clear,0.462,0.384,0.487,0.7,0.0,0.0,0
60.1,Fog,0.412,0.404,0.494,0.04,0.0,0.0,0
76.1,Fog,0.73,0.517,0.624,0.04,0.0,0.0,0
37.8,Fog,0.602,0.488,0.652,0.0,0.0,0.0,0
9.2,Clear,0.979,0.075,0.0,0.0,0.0,0.0,0
67.0,Rain,0.168,0.735,0.949,0.03,0.01,0.0,0
38.7,Clear,0.657,0.391,0.305,0.03,0.0,0.0,0
22.8,Fog,0.558,0.288,0.311,0.06,0.03,0.0,0
70.2,Rain,0.73,0.419,0.411,0.0,0.0,0.0,0
79.2,Clear,0.87,0.207,0.612,0.0,0.05,0.04,0
77.9,Clear,0.729,0.331,0.414,0.0,0.03,0.03,0
52.5,Rain,0.054,0.641,0.812,0.02,0.05,0.0,0
57.6,Rain,0.679,0.397,0.6,0.0,0.0,0.02,0
39.7,Fog,0.576,0.392,0.364,0.0,0.06,0.05,0
63.8,Clear,0.913,0.281,0.573,0.0,0.01,0.0,0
